title,short_description,price
C2G 25ft PS/2 M/F Keyboard/Mouse Extension Cable PS/2 cable 7.62 m White,25ft PS/2 M/F Keyboard/Mouse Extension Cable,
"Fujitsu Service Pack, 3Y, on-site, 8h, 7x24","Service Pack, 3Y, on-site, 8h, 7x24",
"Samsung N N135-JA02 Netbook Black 25.6 cm (10.1"") 1024 x 600 pixels Intel Pentium Mobile 1 GB DDR2-SDRAM Windows 7 Starter",,
"NortonLifeLock Norton Internet Security Premier 2009 UPG, BN 3 license(s) Dutch, French","Norton Internet Security Premier Edition 2009, BN, CD, 1 User, 3 PC, UPG",
C2G 4ft 250V 16 AWG Power Cord Extension (IEC320C13 -> IEC320C14) Black 1.2 m C14 coupler,4ft 250V 16 AWG Power Cord Extension (IEC320C13 -> IEC320C14),994.0
"Samsung Syncmaster T260 64.8 cm (25.5"") 1920 x 1200 pixels Black","25.5"", 1920 x 1200, 300 cd/m2, 5 ms",
"Fujitsu FTS:ETLSA6HAG-L internal hard drive 3.5"" 600 GB SAS","FTS:ETLSA6HAG-L, 600GB, SAS, 3.5"", 15000 RPM",
Fujitsu ServicePack 3 Years Bring-ln Lifebook C1320,,
Gigabyte GA-8I945PLGE-RH motherboard LGA 775 (Socket T) ATX,GA-8I945PLGE-RH LGA775 / Intel® Pentium® D / Intel® Pentium® 4 / DDR II DIMM / Gigabit Ethernet /Realtek ALC880 / ATX,
"Xerox Extended On-Site Service -Phaser™ 6360, Phaser 6300/6350",2 Addl Yr Svc; Extended On-Site Service For Total Of 3 Yrs When Combined With Any 1 Yr Warranty During 1st 90 Days Of Product Ownership For The Phaser 6300/6350/6360. Electronic Service Agreement.,
"Projecta Descender Electrol 240x240 Matte White M projection screen 3.25 m (128"") 1:1",Descender Electrol 240x240 Matte White M,
APC WADVPLUS-PX-66 warranty/support extension,,
Fujitsu CA ARCserve r12.5 Agent 1 license(s),,
C2G 500ft Composite / Wall Cable - 14/4 Speaker Wire + Cat5E composite video cable 150 m Yellow,500ft Composite / Wall Cable - 14/4 Speaker Wire + Cat5E,
"Lenovo ThinkPad X41 30.7 cm (12.1"") 1024 x 768 pixels 1 GB DDR2-SDRAM 60 GB Intel® GMA 900 Windows XP Professional","ThinkPad X41, P M 778(1.6GHz)LV, 1GB RAM, 60GB 4200rpm HD, 12.1in 1024x768 LCD, Intel 900, Intel 802.11bg wireless, Bluetooth/Modem, 1Gb Ethernet, Secure chip, Fingerprint reader, 4c Li-Ion batt, WinXP Pro",
"StarTech.com 3.5"" HDD Enclosure 3.5"" Black","3.5"" HDD Enclosure",
ASUS M2N Socket AM2 ATX,M2N,
Sony Color CLIÉ® Handheld handheld mobile computer 320 x 480 pixels,Handheld device: Clie TH55 Palm OS 5.2 CPU: Sony Handheld Engine 32MB RAM 32MB ROM 480x320 Colour TFT Int. Camera 310.000 pixels voor foto en video Bluetooth,
"Lenovo 3000 N100 39.1 cm (15.4"") 1680 x 1050 pixels Intel® Core™ Duo 1 GB DDR2-SDRAM 100 GB NVIDIA® GeForce® Go 7300 Windows XP Professional","Lenovo 3000 N100, Intel Core Duo T2400(1.83GHz), 1GB RAM, 100GB 5400rpm HD, 15.4in 1680x1050 LCD, 128MB nVIDIA GeForce FX Go7300, CDRW/DVDRW, Bluetooth/Modem, 10/100 Ethernet, IEEE 1394, Fingerprint reader, Camera, 6c Li-Ion batt, WinXP Pro",
Xerox Phaser 8400DP Solid Ink Colour Printer 600 x 600 DPI A4,"Phaser 8400DP Solid Ink Colour Printer: 256 MB, 24 ppm, 2400 FinePoint Image Quality, 10/100 BaseTX Ethernet,Bi-directional Parallel, USB, Adjustable Hi-Capacity Paper Tray, Automatic 2-Sided Printing",
"Fujitsu Service Pack, 3Y, On-Site","Service Pack, 3 Years, On-Site Service, 4h Response time, 5x13",
"Fujitsu 120GB mobile hard disk drive 2.5"" Ultra-ATA/133",120GB mobile hard disk drive,
"Verbatim eSATA/USB Combo 500GB external hard drive Black,Silver",eSATA/USB Combo 500GB,
DELL PowerEdge R240 server Intel Xeon E 3.4 GHz 8 GB DDR4-SDRAM Rack (1U) 450 W,"Intel Xeon E-2224 (8MB Cache, 3.4GHz), 8GB DDR4-SDRAM (2666MHz), 1000GB HDD, LAN (Broadcom 5720), iDRAC9 Express, 450W, Windows Server 2019 Essentials",
MSI 770-C45 Socket AM3 ATX AMD 770,,
"Lenovo ThinkPad Z61p 39.1 cm (15.4"") 1920 x 1200 pixels Intel® Core™ Duo 1 GB DDR2-SDRAM 100 GB AMD Mobility FireGL V5200 Windows XP Professional","ThinkPad Z61p, Intel Core Duo T2500(2GHz), 1GB RAM, 100GB 7200rpm HD, 15.4in 1920x1200 LCD, 256MB ATI FireGL V5200, CDRW/DVDRW, Intel 802.11abg wireless, Modem, 1Gb Ethernet, UltraNav, Secure chip, IEEE 1394, Fingerprint reader, 9c Li-Ion batt, WinXP Pro",
Intel S3420GPLC server/workstation motherboard LGA 1156 (Socket H) ATX Intel® 3420,"S3420GPLC Server Board, ATX, LGA1156, DDR3 ECCUDIMM, RDIMM",25795.0
Vogel's Q 7087 Silver,,
Shuttle PC22 USB card reader USB 2.0,"PC22, internal 22-in-1 card reader/writer",
"HP W2228H 55.9 cm (22"") 1680 x 1050 pixels",W2228H,
"Acer TravelMate 8371-733G25n 33.8 cm (13.3"") 1366 x 768 pixels Intel® Core™2 Duo 3 GB DDR3-SDRAM 250 GB Intel® GMA 4500MHD Windows 7 Professional","Windows 7 Professional, Intel Core 2 Duo SU7300, TFT 13,3"" WXGA HD LED format 16:9, Intel GMA 4500MHD, RAM 3072MB (1x2048+1x1024) DDR3, HDD 250GB S-ATA DASP, Gigabit LAN & WLAN 802.11abgn & Bluetooth 2.0, 5-1, Webcam Acer CrystalEye, FP, EasyPort IV, Battery 6-cells, CD recovery XPPro, 1,6kg",
APC 3 Pole 5 Wire RCD 16A 30mA IEC309 power distribution unit (PDU),3 Pole 5 Wire RCD 16A 30mA IEC309 1080CM,
VTech Baby Mon imagier des animaux bilingue,,
Lenovo Business Black Preferred Pro USB - French keyboard AZERTY,Business Black Preferred Pro USB Keyboard - French,
"HP VZ348AA notebook case 40.6 cm (16"") Messenger case Brown",16 Value Brown Messenger,2995.0
"HP Pavilion zd8319EA 43.2 cm (17"") 1440 x 900 pixels 0.5 GB DDR2-SDRAM 100 GB AMD Mobility Radeon X600 Windows XP Home Edition",,
HP C4801A print head,HP 10 Cyan Printhead,3395.0
Buffalo LS-CH500L NAS/storage server,LinkStation Live with BitTorrent 500GB,
"MSI Megabook S262B-274NL, Black 30.7 cm (12.1"") 1280 x 800 pixels Intel® Core™2 Duo 1 GB DDR2-SDRAM 120 GB Windows Vista Home Premium","Megabook S262B-274NL, Intel Core 2 Duo T5600, 1024MB DDR2 RAM, 120GB SATA HDD, DVD Super Multi, 12.1"" WXGA TFT, Windows Vista Home Premium, Black",
"Acer Aspire Extensa 5513WLMi 39.1 cm (15.4"") 1280 x 800 pixels Intel® Core™2 Duo 1 GB DDR2-SDRAM 120 GB Linux",,
Iomega Storcentre Network Hard Drive 750Gb external hard drive Black,Storcentre Network Hard Drive 750Gb,
Kensington MicroSaver® Keyed Laptop Lock,MicroSaver® Keyed Laptop Lock,5745.0
"Case Logic 17"" Casual Slimline Laptop Case notebook case 43.2 cm (17"") Briefcase Gray","17"" Casual Slimline Laptop Case",
Philips Streamium Wireless Music Station WAS7500/12,Wireless Music Station,2095.0
Varta CR1216 household battery Single-use battery Lithium,CR1216,
"Acer TravelMate 5720-4A2G32MN 39.1 cm (15.4"") 1280 x 800 pixels Intel® Core™2 Duo 2 GB DDR2-SDRAM 320 GB Intel® GMA X3100 Windows Vista Home Premium",,
C2G VGA270 HD15 M/F Monitor Cablec VGA cable 3 m VGA (D-Sub) Black,"VGA270 HD15 M/F Monitor Cable, 3m",
Xerox Replacement Paper Tray,"Replacement Paper Tray Assembly, Docuprint N32/N40/N3225/N4025",
"Acer Extensa 5620Z-3A1G12 39.1 cm (15.4"") 1280 x 800 pixels Intel® Pentium® 1 GB DDR2-SDRAM 120 GB Intel® GMA X3100 Linux",,
Acer Veriton M265 Intel® Pentium® E5300 2 GB DDR2-SDRAM 160 GB Tower PC Windows 7 Professional,"Intel® Pentium® processor E5300 (2.6GHz/FSB: 800MHz/2MB L2 cache), Microsoft® Windows® 7 Professional 32-bit (NL/FR/UK) with XP Pro downgrade kit, Microsoft® Office™                 Ready 2007 (trial version), 2GB DDR2 RAM 800MHz, 160GB HDD S-ATA II, DVD-RW Multi, VGA-onboard, 1Gb LAN, MCP73VE chipset, incl. USB US Int. keyboard & optical mouse",
Philips Straightener HP4638/00,"29 - 32W, 180°C, Ceramic Plates, EHD+, Ion Conditioning, 1.8m Cord, Black",
Philips Digital tuning clock radio AJ3600/00C,"AJ3600, FM, MW, 80mW, LCD",7395.0
"Projecta Elpro RF Electrol 138x180 Datalux M projection screen 2.13 m (84"") 4:3",Elpro RF Electrol 138x180 Datalux M,
"Acer Extensa 7230-162G16Mi 43.2 cm (17"") 1440 x 900 pixels Intel® Celeron® 2 GB DDR2-SDRAM 160 GB Intel® GMA X3100 Windows Vista Home Basic",,
Fujitsu Xeon DP Quad-core E5430 2.66GHz processor 12 MB L2,"Xeon DP Quad-core E5430, 2.66GHz, L2 12MB",
ASUS EAH2600XT/HTDP/256M graphics card GDDR3,EAH2600XT/HTDP/256M,
"Lenovo V530 60.5 cm (23.8"") 1920 x 1080 pixels 9th gen Intel® Core™ i7 8 GB DDR4-SDRAM 1000 GB HDD Wi-Fi 5 (802.11ac) Black All-in-One PC","Intel Core i7-9700T (12MB Cache, 2GHz), 8GB DDR4-SDRAM, 1000GB HDD, 60.5 cm (23.8"") Full HD 1920 x 1080 IPS, DVD±RW, Intel UHD Graphics 630, LAN, WLAN, Bluetooth, Webcam, No OS",
"Allied Telesis AT-AR415S wired router Fast Ethernet Silver,Yellow","Secure Modular VPN Router w/ 1x 1/100 WAN, 4x LAN 10/100Base-T, 1x PIC slot, 1x Async console",
Epson Singlepack Black T407011 220 ml,Ink Cart black 220ml f Piezo Sylus 9000,8695.0
"Philips GoGear SA1VBE04RW/17 MP3/MP4 player Red,Silver 4 GB","GoGEAR, ViBE, 4GB, LCD, 128 x 128 pixels, 20 - 18000 Hz, > 84 dB, 2 x 2.4 mW, 290 mAh, LI-Polymer",9895.0
HP 789 Light Magenta/Magenta DesignJet Printhead,789 Light Magenta/Magenta DesignJet Printhead,15294.0
Philips Portable Gaming Headphone SHG8015/00,"15 - 22000 Hz, 16 Ohm",
HP w2207 22-inch Widescreen LCD Monitor,HP w2207 22-inch Widescreen LCD Monitor,
Acer Keyboard 85KS White Italian,Keyboard 85KS White Italian for Aspire ONE,
Tripp Lite 7-ft. Black Snagless Cat5e Molded Patch Cable networking cable 2.135 m,7-ft. Black Snagless Cat5e Molded Patch Cable,
ESET NOD32 Antivirus Linux for Home 9 User Base license 9 license(s) 1 year(s),ESET NOD32 Linux Home Years 1 User 9,
HP Spectrophotometer Solution,HP Spectrophotometer Solution,
HP 83 Original Black 1 pc(s),83 680-ml Black DesignJet UV Ink Cartridge,35095.0
C2G 2m LC/LC Plenum-Rated Duplex 50/125 Multimode Fiber Patch Cable fibre optic cable Black,2m LC/LC Plenum-Rated Duplex 50/125 Multimode Fiber Patch Cable,
Eaton Pulsar Ellipse Premium 500 USBS uninterruptible power supply (UPS) 480 VA 280 W,Pulsar Ellipse Premium 500 USBS DIN sockets,
"C2G 20m, ST/SC Plenum-Rated Duplex 62.5/125 fibre optic cable Orange",20m ST/SC Plenum-Rated Duplex 62.5/125 Multimode Fiber Patch Cable - Orange,
Dynabook 3 Years On-Site Repair Next Business Day Response Uplift for UK or Ireland,3 Years On-Site Warranty Extension,
Gigabyte GM-M6880 mouse USB Type-A Laser 800 DPI,"GM-M6880, Laser Gaming Mouse",
"NEC LCD1760VM 17INCH TFT 1280*1024 ANALOOG/DVI-D SPEAKERS BLACK 43.2 cm (17"") 1280 x 1024 pixels","MultiSync LCD 1760VM 17"" TN + Film TFT 1280 x 1024 80kHz TCO 99 Speakers BLACK",
"Targus TSS059EU notebook case 35.8 cm (14.1"") Sleeve case Black, Gray","14.1"" / 35.8cm Laptop Skin",
C2G N-Male -> RP-TNC Plug Adapter Silver,N-Male -> RP-TNC Plug Adapter,
"Lenovo ThinkPad Z60m 39.1 cm (15.4"") 1280 x 800 pixels 1 GB DDR2-SDRAM 100 GB AMD Mobility Radeon X600 Windows XP Professional","ThinkPad Z60m, Intel Pentium M 760(2GHz), 1GB RAM, 100GB 5400rpm HD, 15.4in 1280x800 LCD, 128MB ATI Radeon X600, CDRW/DVDRW, 802.11abg wireless, Bluetooth/Modem, 1Gb Ethernet, UltraNav, Secure chip, IEEE 1394, Fingerprint reader, 9c Li-Ion batt, WinXP Pro",
C2G USB A Male to A Female Extension Cable 3m USB cable White,USB A Male to A Female Extension Cable 3m,795.0
"Philips 21PT5402 21"" real flat stereo TV",Turn up your viewing experience with crystal clear,
Canon iR C-EXV14 Original 1 pc(s),C-EXV14 Drum Unit,23195.0
Netgear DGNB2200 wireless router Fast Ethernet Black,,
HP 3 year 24x7 24 hour Call to Repair MSA2000 Switch Bundle Hardware Support,HP 3 year 24x7 24 hour Call to Repair MSA2000 Switch Bundle Hardware Support,
Allied Telesis AT-PC232/POE network media converter 100 Mbit/s 1310 nm,10/100TX POE to 100FX (SC) standalone Media Converter,
Epson Stylus SX205,Stylus SX205/ A4/ DCP/ USB 2.0 / 34ppm/ 5760 x 1440dpi/ PictBridge,
"Acer Extensa 5620Z-3A2G16Mi 39.1 cm (15.4"") 1280 x 800 pixels Intel® Pentium® 2 GB DDR2-SDRAM 160 GB Intel® GMA X3100 Windows Vista Home Premium",,
Fujitsu PRIMERGY RX2540 M5 server Intel Xeon Silver 2.4 GHz 16 GB DDR4-SDRAM 12 TB Rack (2U) 800 W,"Intel Xeon Silver 4210R, 16GB DDR4-SDRAM (2933MHz), LAN, 2 x 800W",
"Fujitsu HDD SATAII 500GB 3.5"" Serial ATA II",,
"Fujitsu Service Pack, 5Y, on-site, NBD, 5x13","Service Pack, 5Y, ON-SITE SVC, NBD, 5x13",
Verbatim DVD+R 4.7 GB,,
"MSI Megabook GT725-9547VHP Karbon Black,Red 43.2 cm (17"") 1680 x 1050 pixels Intel® Core™2 Duo 4 GB DDR2-SDRAM 500 GB AMD Mobility Radeon HD 4850 Windows Vista Home Premium","Megabook GT725-9547VHP Karbon - Intel Core 2 Duo P9500 (2530 MHz),  4096MB (2x 2048MB) RAM DDR2, 500GB SATA HDD, ATI Mobility Radeon HD 4850 512MB, 3x USB 2.0/Modem/Gb LAN/WLAN 802.11bgn/Bluetooth/eSATA, HDMI, ExpressCard Slot, 4in1 Card Reader (SD/MMC/MS/MS Pro), Webcam (2.0 Megapixel), 17"" WSXGA+ glare TFT (1680x1050), Windows Vista Home Premium",
Targus TEB001EU backpack Nylon Black,"15-15.6""/38.1-39.6cm Global Executive Backpack",
"Acer TravelMate TM4720-6011 35.8 cm (14.1"") 1280 x 800 pixels Intel® Core™2 Duo 2 GB DDR2-SDRAM 120 GB Intel® GMA X3100 Windows XP Professional","TravelMate® 4720, Intel® Core™2 Duo T7500 (4MB L2, 2.20GHz, 800MHz FSB), 1GB (2x512) DDR2 667 SDRAM, 120GB SATA, DVD Super-Multi, 5-in-1 card reader, 14.1"" WXGA (1280 x 800) TFT, Intel® Graphics Media Accelerator X3100, 802.11a/b/g WLAN, gigabit LAN, V.92 modem",
Dell Wyse 3040 1.44 GHz x5-Z8350 Black Wyse ThinOS 240 g,"Intel Atom x5-Z8350 (1.44GHz), 2GB DDR3L-SDRAM, 16GB Flash, LAN, Wyse ThinOS",
Cellularline Car Charger for Samsung Auto Black,Car Charger for Samsung,
"Lenovo ThinkPad X1 Carbon Notebook Black 35.6 cm (14"") 8th gen Intel® Core™ i7 16 GB LPDDR3-SDRAM 512 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Pro","Intel Core i7-8665U (8MB Cache, 1.9GHz), 16GB LPDDR3-SDRAM, 512GB SSD, 35.6 cm (14""), Intel UHD Graphics 620, WLAN, Webcam, Windows 10 Pro 64-bit",
Multibrackets M Universal Projector Ceilingmount I,Multibrackets M Universal Projector Ceilingmount I - Ceiling mount for projector - white,
Varta V364 Single-use battery Nickel-Oxyhydroxide (NiOx),Primary Silver Button 364,
Fujitsu LTO Ultrium 3 (IBM) 1.27 cm,LTO 3 data cartridge with label,
HP 3y Proactive 24 Service,XP20K Disk Chassis Supp,
Sony VGPE-VPPSL/3,On-Site Service VGPE-VPPSL/3,
Canon CUTTER BLADE CT-02 paper cutter,CUTTER BLADE CT-02,7395.0
D-Link 2-Port VoIP Station Gateway with Built-in 4-Port Switch gateway/controller,2-Port VoIP Station Gateway with Built-in 4-Port Switch,
"Philips 150P4AG 15""TFT .29 60kHz 1024x768 TCO03 38.1 cm (15"") 1024 x 768 pixels","150P4AG, 15-inch XGA TFT-LCD,1024 x 768,< 25 ms, 400:1, TCO `2003, D-Sub & DVI-D",
Canon Toner CEXV-21 Magenta Original,Toner CEXV-21 Magenta,
Lenovo Memory 512MB PC5300 CL5 DDR2 SDRAM UDIMM memory module 0.5 GB ECC,Memory 512MB PC5300 CL5 DDR2 SDRAM UDIMM,
Fujitsu ESPRIMO Edition P2511 Intel® Celeron® 0.5 GB 80 GB Micro Tower PC Windows XP Professional,"ESPRIMO Edition P2511, Intel Celeron D 420 (1.6GHz, 512KB, 800MHz), 1 x 512MB, 80GB, DVD, Windows XP Professional",
MSI H55M-E33 motherboard LGA 1156 (Socket H) Micro ATX,"H55M-E33 - 1156, DDR3, Intel H55, Ethernet, mATX",
"QNAP TS-h1283XU-RP-E2236-128G 168TB 12x14TB Seagate Exos 12 Bay NAS Rackmount Ethernet LAN Rack (2U) Black, Gray","TS-h1283XU-RP, Intel Xeon E-2236, DDR4, 12x SATA III, 1G/10G RJ-45, 10G SFP+, USB 3.1, 88.3z482x562 mm",
APC NetBotz Sensor Extender Cable LSOH - 50ft/15m signal cable,NetBotz Sensor Extender Cable LSOH - 50ft/15m,6595.0
HP 83 Cyan DesignJet UV Printhead and Printhead Cleaner,83 Cyan UV Printhead and Printhead Cleaner,25695.0
"2-Power 11.1v, 3 cell, 28Wh Laptop Battery - replaces 7FF1K",Main Battery Pack 11.1v 2600mAh,
Xerox Phaser 7500 Cyan Standard Capacity Toner Cartridge - 106R01433,Xerox Phaser 7500 Cyan Standard Capacity Toner Cartridge - 106R01433,37395.0
OKI Toner Cartridge for C3200 Original Black,Toner Cartridge for C3200,
HP ProLiant xw460c Blade Workstation,ProLiant xw460c Blade Workstation,
"Lenovo ThinkPad T500 39.1 cm (15.4"") Intel® Core™2 Duo 1 GB DDR3-SDRAM 80 GB Windows Vista Business","ThinkPad T500, 15.4"" WXGA, C2D P8400 (2.260GHz), Intel 5100AGN, 80GB 5400RPM, 1GB, CD-RW/DVD-ROM, Bluetooth, Fingerprint reader",
Verbatim HP Q6511A Replacement Laser Cartridge Black,HP Q6511A Replacement Laser Cartridge,
"Huawei MatePad T 8 20.3 cm (8"") Mediatek 2 GB Wi-Fi 5 (802.11ac) Blue Android 10","8"" 800x1280 IPS, Octa-core MT8768, 2GB RAM, MicroSD, 5/2MP, 802.11ac, Bluetooth 5.0, GPS, 5100mAh, 310g, Android 10",
StarTech.com 4 Port PCI RS232 Serial Adapter Card High Speed 16950 cable included,StarTech.com 4 Port PCI RS232 Serial Adapter Card High Speed 16950 cable included,11695.0
Brother M-K221B label-making tape Black on white,"9mm black on white plastic tape, non-laminated, 8m",1295.0
"Logitech diNovo Media Desktop Laser, Norwegian keyboard Bluetooth",diNovo Media Desktop Laser,
Philips Stereo dubbing cable SWA4522W/10,1.5 m,
DELL PowerEdge R640 server Intel Xeon Silver 2.2 GHz 32 GB DDR4-SDRAM Rack (1U) 750 W,"Intel Xeon Silver 4214 (16.5MB Cache, 2.2GHz), 32GB DDR4-SDRAM (2933MT/s) RDIMM Dual Rank, 480GB SSD, LAN (Broadcom 5720,Broadcom 57412), PERC H730P 2GB, iDRAC9 Enterprise, 750W, Windows Server 2019 Standard",
CHERRY CyMotion Master Plus9 keyboard USB + PS/2 White,"Corded keyboard with new design and 9 additional keys, USB or PS/2 (Combo), USA/international with €",
C2G 50ft Value Series RCA Type Audio Video Cable composite video cable 15.4 m Black,50ft Value Series RCA Type Audio Video Cable,1895.0
Canon PP-101 A4 Paper photo 1+1 printing paper,PP-101 A4 Paper photo 1+1,
Epson TM-U220A Dot matrix,"TM-U220A, RS-232, 9-p, RoHS, 2.7kg",
C2G 7m ST/SC Duplex 9/125 Single-Mode Fibre Patch Cable fibre optic cable Yellow,7m ST/SC Duplex 9/125 Single-Mode Fibre Patch Cable,
StarTech.com 6 ft Coax High Resolution VGA Monitor Extension Cable - HD15 M/F,StarTech.com 6 ft Coax High Resolution VGA Monitor Extension Cable - HD15 M/F - 6ft VGA Extension Cable,1195.0
Origin Storage Laptop Internal US INTL KBD for D410,Laptop Internal US INTL KBD for D410,1795.0
"Huawei MatePad Pro 27.4 cm (10.8"") Hisilicon Kirin 6 GB 128 GB Wi-Fi 5 (802.11ac) Gray Android 10 Huawei Mobile Services (HMS)","10.8"", 2560x1600, Kirin 990, 6GB RAM, 128GB ROM, 13MP/8MP, Wi-Fi, Bluetooth, 7250mAh, Android 10 + EMUI 10.0.1",
HP Pavilion p6032uk AMD Phenom II X3 8550 3 GB DDR2-SDRAM 640 GB HDD Mini Tower Black PC Windows Vista Home Premium,"2.2GHz AMD Phenom X3 8550, 3GB DDR2, 640GB SATA HDD, AMD Radeon HD 4350 512MB, DVD Super Multi DL, Fast LAN, Windows Vista Home Premium 32-bit",
Epson Singlepack Cyan T603200 220 ml,Singlepack Cyan T603200 220 ml,9295.0
D-Link DES-1016D Unmanaged Fast Ethernet (10/100) Black,"16x 10/100Base-TX, 3.2 Gb/s, 8K MAC, MDI/MDIX, CSMA/CD, Black",5495.0
HP IAP Universal Smart Storage Cell storage networking software,HP IAP Universal Smart Storage Cell,
Epson Singlepack Light Cyan T636500 UltraChrome HDR 700 ml,Singlepack Light Cyan T636500 UltraChrome HDR 700 ml,24595.0
Xerox 097N01694 printer kit,Digital Cordless Telephone for Phaser 3100MFP,
Canon LaserBase MF3240 Laser 1200 x 600 DPI 20 ppm A4,"Mono Laser printer, copier, colour scanner, Super G3 fax, 20 ppm, 1200 x 600dpi, 250 sheets tray, USB 2.0",
Eaton Pulsar CL5 TV 5 AC outlet(s) 220 V Black 1.8 m,Pulsar CL5 TV DIN Sockets,
Xerox Phaser 7700 Yellow High Cap Toner,"Phaser® 7700 - Yellow High-Capacity Toner Cartridge (10,000 Pages*)",
HP 4y Pickup Rtn w/ADP Pavilion Ntbk SVC,HP 4y Pickup Rtn w/ADP Pavilion Ntbk SVC,
Toshiba NB200-126,"NB200-126 - 10.1”, Intel Atom N280, 160 GB HDD, 1024 MB DDR2, Intel GMA 950, 802.11b/g, 0.3MP, Windows XP Home Edition 32-bit",
"DELL Latitude 7290 Notebook Black 31.8 cm (12.5"") 8th gen Intel® Core™ i5 8 GB DDR4-SDRAM 256 GB SSD Windows 10 Pro","Intel Core i5-8350U (6MB Cache, 1.7GHz), 8GB DDR4-SDRAM, 256GB SSD, 31.8 cm (12.5""), Intel UHD Graphics 620, LAN, Webcam, Windows 10 Pro 64-bit",
QNAP TS-2888X W-2195 Ethernet LAN Tower Bronze NAS,"224TB (28x 8TB Seagate Exos), Intel Xeon W-2195 (2.3/4.3GHz), 512GB DDR4 (2666Mhz), 10Gbt",
Conceptronic 300Mbps 11n Wireless PC Express Card,Wireless PC Express Card,
ASUS 90-NEJ1B1000T notebook spare part Battery,"Notebook 3 Cell Battery compatible with U1/U2, 2400mAh, Black",
"Acer Aspire 5520G-301G16Mi 39.1 cm (15.4"") 1280 x 800 pixels 1 GB DDR2-SDRAM 160 GB NVIDIA GeForce Go 7000 Linux",,
HERMA Labels Premium A4 70x37 mm white paper matt 2400 pcs.,Labels Premium A4 70x37 mm white paper matt 2400 pcs.,5295.0
"Toshiba Gigaframe Q8B (UK) - 8"" DPF with battery, light sensor, tilt sensor, with mirror frontside","4:3 High resolution display quality\nChangeable skins & two kinds of ID way\nTouch sensor with LED light\n8.0” High resolution display (4:3)\nChangeable skins & two kinds of ID way\nJPG, WMA and MP3 audio files\nTouch sensor buttons\nLight sensor  \nTilt sensor \nBattery: around 30minutes\nSize: 205 x 160 x 95 mm",
HP 33s calculator Pocket Scientific Silver,33s Scientific Calculator,
Fujitsu 1 Year Onsite Repair 8 x 5 8h FI-5650c,1 Year Onsite Repair 8 x 5 8h FI-5650c,
Fujitsu STORAGEBIRD SOLO 20-U 320GB external hard drive Black,,
"DELL Latitude E5470 Notebook Black 35.6 cm (14"") 1920 x 1080 pixels 6th gen Intel® Core™ i5 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Pro","Intel Core i5-6440HQ (6MB Cache, 2.6GHz), 8GB DDR4-SDRAM, 256GB SSD, 35.6 cm (14"") Full HD 1920 x 1080 WLED, Intel HD Graphics 530, LAN, WLAN, Webcam, Windows 10 Pro 64-bit",
NEC NP510W data projector 3000 ANSI lumens LCD WXGA (1280x800),NP510W,
Sony DVD Camcorder DCR-DVD205E 1.07 MP,Sony DVD Camcorder DCR-DVD205E,
HP 4y SupportPlus24 MSA30/20 SVC,HP 4y SupportPlus24 MSA30/20 SVC,
Hotpoint DZ 2 KL IX/HA Black Built-in Ceramic 2 zone(s),,
"Samsung LE-32A656 TV 81.3 cm (32"") HD Black",,
Toshiba Slim Port Replicator 3,Slim Port Replicator 3,
Philips SmartTouch-XL Electric shaver HQ9080/16,"Electric shaver, Precision Cutting System",
Netgear ProSafe 24 Port Fast (10/100) Rack Mountable Unmanaged,ProSafe 24 Port Fast (10/100) Rack Mountable,
HyperX FURY HX436C17FB3/16 memory module 16 GB DDR4 3600 MHz,"16GB, DDR4, 3600MHz, CL17, XMP",10795.0
"LG K51S LMK510EMW 16.6 cm (6.55"") 3 GB 64 GB Dual SIM 4G USB Type-C Titanium Android 9.0 4000 mAh","6.55'' IPS 1600 x 720, GSM/UMTS/4G LTE, 2.3GHz Mediatek MT6765, PowerVR GE8320, Dual SIM, 32MP + 5MP + 2MP + 2MP, 13MP, 4000mAh, Android 9.0 Pie",
OKI Toner B8300n Original Black,Print Cartridge for B8300n,21495.0
"Fujitsu X15-2 15 INCH TFT MONITOR 38.1 cm (15"")",FUJITSU-SIEMENS X15-2 15 INCH TFT MONITOR,
Sandberg USB All-In-1 Hard Disk Link,The Sandberg USB All-In-1 Hard Disk Link enables you to connect any hard disk to USB to give you instant access to its data. A far quicker and easier solution than having to install the hard disk in your computer.,3595.0
Netgear WGR614 wireless router Fast Ethernet Gray,Cable/DSL Wireless Router 54 Mbps/2.4 GHz,
C2G 2m USA LC/ST Duplex 62.5/125 Multimode Fiber Patch Cable fibre optic cable Orange,2m USA LC/ST Duplex 62.5/125 Multimode Fiber Patch Cable,
Canon LaserBase MF5750 Laser 1200 x 600 DPI 20 ppm A4,LaserBase MF5750,
Logitech S150 1.2 W Black Wired,"S150 Digital USB Speaker System - 90 Hz – 20 kHz, 1.2W",2595.0
"Tripp Lite SmartPro 120V 3kVA 2.25kW Line-Interactive Sine Wave UPS, SNMP, Webcard, Tower, USB, DB9 Serial","SmartPro 120V 3kVA 2.25kW Line-Interactive Sine Wave UPS, SNMP, Webcard, Tower, USB, DB9 Serial",98695.0
